sent,label
比较麻烦,0
比如黄色视频,0
比如我们同样犯罪,0
比猥琐,0
鄙视,0
鄙视,0
鄙视,0
鄙视不好用被淘汰,0
鄙视机器人,0
鄙视记性真差,0
鄙视就是,0
鄙视群猪,0
鄙视说不过花不弃就发呆,0
鄙视他,0
鄙视只领红包不说话人,0
必须对今生今世嫁鸡随鸡我会横生枝节,0
必须对就得粗鲁,0
闭门羹,0
闭嘴滚蛋,0
闭嘴小贝贝笨蛋,0
贬低,0
变成土鳖明,0
变乖也不喜欢,0
变脸真快,0
变色龙,0
变态,0
变态吧,0
变心,0
彪彪不好意,0
婊子,0
婊子,0
婊子诶,0
婊子就是婊子,0
婊子就是婊子变话这么快,0
婊子说话,0
婊子英文,0
表捣乱,0
表偏心,0
表示非常无语,0
憋屈点吧,0
别骂人,0
别把踢贡献没用,0
别暴力,0
别吵吵,0
别扯淡他俩护着,0
别扯没用,0
别刺激没驾照,0
别打岔,0
别打扰,0
别动抢劫,0
别废话,0
别废话快点,0
别给讲这些没用,0
别跟哥装蒜今天不让群秘书明白就死定了,0
别跟我说只会卖萌撒娇啥都不会,0
别跟我瞎鸡巴扯些没用,0
别胡扯,0
别胡说八道,0
别讲那凉快那待着去,0
别理那些禽兽,0
别理他个神经,0
别那里炫耀啦,0
别骗自己,0
别人骂的话怎么对付他,0
别人欺负,0
别说大笨蛋就是校外机器人,0
别说谎话,0
别贪心,0
别提,0
别偷懒哈,0
别吓人家芳心捣乱看真的吓着她,0
别笑也混蛋,0
别以为小就可以欺负,0
别再睡过头,0
别找借口,0
别这么粗鲁,0
别真的喜欢,0
别指责云云,0
别装,0
别装逼啥都不知道还吹牛逼,0
别自恋,0
别自恋机器人,0
别总拿自己饱经风霜脸说事美的不突出丑不别致,0
兵荒马乱,0
冰神经病密密麻麻,0
冰是笨蛋,0
冰旋这么好东西不早贡献出来,0
病精神病,0
病入膏肓,0
播放黄色,0
波波太任性,0
波波也不喜欢,0
波波因为偏执所以不会告诉,0
玻纤因为违规已经被送走,0
不愛你晚安,0
不爱又何必纠缠,0
不鄙视鄙视谁,0
不博学多才,0
不不不就讨厌,0
不纯洁,0
不聪明,0
不错啦有些人鸡蛋都不给就踢啦,0
不错你妹,0
不打出屎来算他拉干净,0
不当,0
不捣乱就没事捣乱就踢,0
不道德,0
不得无理,0
不懂得谦虚,0
不懂配合,0
不服打残快认错,0
不服来咬,0
不敢顶上去自己知道闹剧,0
不敢去丢人现眼,0
不高级,0
不告诉那就是人妖哈哈,0
不跟扯淡,0
不跟聊太无语,0
不跟杨杰孙子瞎闹没意思,0
不耿直,0
不公平,0
不公平见色忘友,0
不够,0
不够才,0
不够好,0
不够黄,0
不够级,0
不够钱,0
不够人性化,0
不够智能,0
不够准确,0
不乖就打,0
不乖欺负,0
不过被判强奸幼女吧,0
不过不喜欢玩,0
不过个小骚货,0
不过老师忽悠我加一条题,0
不过禽兽就不是人,0
不行不许喜欢,0
不好,0
不好,0
不好吧,0
不好吧小智,0
不好吃,0
不好地,0
不好放心跑问,0
不好叫,0
不好就打我家吧,0
不好就要,0
不好看换个漂亮,0
不好没有美女陪,0
不好魔鬼甜言小智,0
不好使,0
不好太傻逼,0
不好听,0
不好听换一个,0
不好听类,0
不好玩,0
不好笑,0
不好笑,0
不好笑,0
不好笑诶,0
不好笑还要笑话,0
不好笑换个笑话,0
不好笑换一个,0
不好笑继续,0
不好笑讲一个好笑点,0
不好笑来个好笑点,0
不好笑呢,0
不好笑生气,0
不好笑小智,0
不好笑小智换一个,0
不好笑再多来几个,0
不好笑再讲一个哇,0
不好笑再来个,0
不好笑再来一个,0
不好笑再说一个,0
不好笑重新讲个,0
不好意思真讨厌,0
不好意思走神麻烦再说一次刚才问题,0
不好用,0
不好用格式不对,0
不合理,0
不和谐,0
不会不喜欢,0
不会跟傻计较,0
不会管理就说麻烦,0
不会魔鬼甜言小智,0
不会抢劫,0
不简洁,0
不讲究,0
不开心,0
不开心被人骂,0
不开心不给钱就不开心,0
不开心该怎么发泄,0
不开心事,0
不开心说个笑话吧,0
不堪一击,0
不可理喻,0
不可能聪明,0
不可说也不错,0
不可以时尚,0
不快乐,0
不拉个分量一起没安全感,0
不老实,0
不冷静,0
不理它,0
不利,0
不良又不是想,0
不伦不类还不萌,0
不满人群机器人自动退出,0
不满意,0
不满意这个破机器人,0
不满意中文还要继续学,0
不毛之地挖精子,0
不美丽,0
不明白滚蛋,0
不明白说啥麻烦您老说明白点,0
不明不白,0
不闹姐姐生气年快去跟姐姐道歉,0
不能魔鬼甜言小智,0
不能哦图谋,0
不能偏心,0
不能人家说什么就是什么就是挑拨,0
不能失去她,0
不能随便踢人,0
不能贪心只能选一个,0
不能喜欢他,0
不能自私占为己有,0
不怕群主打,0
不漂亮,0
不强奸,0
不切磋,0
不去追中超对中甲队伍别骂马后炮,0
不然会乱,0
不然就被强奸,0
不然手机报废,0
不让调戏,0
不让告诉就别坑,0
不忍打才怪,0
不认识大乔儿泼妇骂街,0
不撒泡尿照照,0
不深奥太蠢,0
不升级就灭,0
不是吧易付宝里打开任性付额度就是零,0
不是被禁言一天,0
不是不喜欢聊天,0
不是扯淡吧,0
不是粗心问题根本不会,0
不是胆小而是不好意思,0
不是个可恶妈妈,0
不是好东西也不是,0
不是好学生学校太变态,0
不是黑贴完蛋,0
不是很好买那么麻烦吧,0
不是剑魂爆天御没用,0
不是抗伤害,0
不是可爱实惠,0
不是那么简洁,0
不是那愚昧付出,0
不是脑残就是脑袋残疾,0
不是漂亮,0
不是傻瓜笨蛋,0
不是说真是大笨蛋,0
不是讨厌讨厌什么,0
不是土豪,0
不是喜欢,0
不是喜欢,0
不是虚伪,0
不是赞美,0
不是做坏事,0
不说话不活跃,0
不说浪费流量,0
不说这个机器人不好使,0
不贴心,0
不听话,0
不偷情也也会去嫖娼,0
不完美,0
不玩还不是抛弃,0
不稀饭,0
不稀饭老刘,0
不稀罕,0
不稀罕搭理,0
不喜欢,0
不喜欢,0
不喜欢,0
不喜欢吧,0
不喜欢爱,0
不喜欢贝贝,0
不喜欢表情撇嘴,0
不喜欢别人回答哦或者恩,0
不喜欢苍蝇,0
不喜欢诚渣,0
不喜欢吃,0
不喜欢吃海鲜路过,0
不喜欢吃这个,0
不喜欢个机器人说话,0
不喜欢个伦家,0
不喜欢跟聊天没意思,0
不喜欢狗,0
不喜欢恨,0
不喜欢机器人,0
不喜欢姐弟恋,0
不喜欢看,0
不喜欢看新闻,0
不喜欢快给我找招聘信息,0
不喜欢啦不唱歌听,0
不喜欢萝莉,0
不喜欢呢,0
不喜欢你们这个软件,0
不喜欢匿名,0
不喜欢女孩,0
不喜欢哦,0
不喜欢婆婆妈妈爱牢骚,0
不喜欢墙头草这个理由足够,0
不喜欢惹,0
不喜欢人妖,0
不喜欢肉,0
不喜欢什么,0
不喜欢谁,0
不喜欢他们,0
不喜欢她,0
不喜欢太安静那样我会乱想,0
不喜欢太好,0
不喜欢同性恋,0
不喜欢玩说这个,0
不喜欢吴彦祖,0
不喜欢小贝贝,0
不喜欢小孩呵呵哒,0
不喜欢小灰灰,0
不喜欢小金,0
不喜欢小樱,0
不喜欢小智,0
不喜欢笑话,0
不喜欢熊孩子不可以喝,0
不喜欢越野车,0
不喜欢这些,0
不喜欢走吧,0
不细腻,0
不详之任,0
不想搭理没出息先丢人呢,0
不想讽刺,0
不想跟说话,0
不想看到你丫,0
不想可以走不强求,0
不想他人聊天贬低他人呵呵这个意思,0
不想炫耀也不想做只想安静,0
不向包子脸气球身材,0
不小可以被强奸,0
不信全是扯淡,0
不性感,0
不需要帮助,0
不需要可以滚蛋哒,0
不需要喜欢,0
不需要这样荣幸,0
不需要尊重,0
不许调戏别的女孩子哦,0
不许干见不得人事,0
不许偷懒,0
不许笑保持严肃,0
不要不要被非礼,0
不要插嘴,0
不要刺激人家也,0
不要调戏人家,0
不要对俄撒娇不吃,0
不要放肆,0
不要敷衍,0
不要胡说啦,0
不要叫土豪,0
不要脸,0
不要脸,0
不要脸不是歌,0
不要脸打野把积分给算了,0
不要脸还想啥,0
不要脸里很到处勾搭人,0
不要脸流氓,0
不要脸小智,0
不要美女,0
不要那么谦虚好不好,0
不要牛头不对马嘴,0
不要牛头不对马嘴快点,0
不要骗人,0
不要欺负回忆,0
不要欺负我家小智,0
不要强奸,0
不要人抢劫,0
不要生气嘛,0
不要生气嘛以后会很听话,0
不要说那么干净如今社会就是这样,0
不要说脏话,0
不要说脏话嘛,0
不要死死就不热闹,0
不要随便喷人,0
不要他订婚,0
不要太骄傲哦,0
不要偷懒,0
不要晚安要手机号小智,0
不要喜欢他,0
不要学这些嘴老朝三暮四她伤心,0
不要诱惑,0
不要再犹豫不要再等待,0
不要这样好难过,0
不要自暴自弃,0
不一一去拜访下,0
不用也没用机器人,0
不仗义,0
不真诚,0
不知道谁把权威下上号弄一下,0
不指教,0
不中,0
不准备喜欢的话,0
不走偏门去哪挣钱,0
不尊重,0
不尊重又怎样,0
不尊重怎么滴,0
不作死就不会死,0
不做饭作死,0
不做情人,0
补考过来绩点多少,0
补考什么用,0
布加迪不是很完美,0
擦不干净,0
擦不喜欢,0
擦扯淡,0
擦大爷,0
擦还会顶嘴,0
擦妹,0
擦欺骗,0
擦先去给无情回个话,0
猜大爷,0
猜大爷个怪胎,0
猜大爷傻帽,0
猜忽悠,0
猜经常熬夜,0
猜可耻,0
猜来猜去多麻烦,0
猜猥琐,0
才白痴,0
才笨蛋,0
才不喜欢聊天,0
才不喜欢他,0
才不要亲,0
才不尊重,0
才臭不要脸,0
才粗鲁,0
才粗俗,0
才害人啊啊啊,0
才黑包子呢,0
才乐极生悲,0
才流氓,0
才流氓下流,0
才没用,0
才没用呢,0
才傻比,0
才猥琐,0
才下流,0
才小气,0
才小人,0
才狰狞全家都狰狞,0
才知识浅薄,0
才猪头呢,0
才走狗呢,0
财迷,0
财迷丹,0
残废补一刀,0
惨无人道,0
操哥哥诱惑半天原来原因这,0
操老子媳妇分手,0
操死个贱人,0
草包出来,0
草大爷,0
草没意思魔鬼甜言小智,0
草魔鬼甜言小智,0
草泥妹群主要不是顾忌占劳资便宜劳资早妹结婚生子,0
草郁闷要死快,0
插嘴怎么恶心,0
查大爷毛线,0
查看仇敌,0
茶要逃扰乱,0
拆散,0
产品不好,0
娼妇,0
常见为血小板低下会,0
长长久久吵架,0
长得不漂亮,0
长得人想入非非,0
厂长期尸鬼子,0
唱犯贱,0
唱歌,0
唱神经病,0
抄袭,0
超大无耻传声扩音喇叭爱斯基摩人耻辱,0
超级不喜欢,0
超级王八,0
超级无语,0
超生游击队,0
嘲笑易義,0
潮湿心唱应该能会,0
吵够,0
吵架,0
吵架超级笑话,0
吵架会员,0
吵架哦,0
吵架我发,0
扯淡,0
扯淡吧,0
扯淡发,0
扯淡呢,0
扯淡文明点怎么说,0
扯淡闲聊胡诌吹牛,0
扯淡小智,0
扯淡这叫什么笑话,0
扯皮本人资历够不用你们包装,0
彻底无语,0
趁火打劫,0
趁人之危,0
趁人之危试试,0
趁网络卡说这么久死杂种,0
城下之盟,0
惩罚结束,0
惩罚开始,0
惩罚他们,0
成人犯罪,0
成傻子,0
成神经,0
承认不聪明,0
承认神经病吧,0
承认恶劣机器,0
吃阿普也没用,0
吃闭门羹,0
吃不消,0
吃错药,0
吃错药吧,0
吃大便,0
吃毒素泰民热肚子给,0
吃饭废话,0
吃饭也不会叫他什么都无视他,0
吃还浪费,0
吃亏,0
吃屎婊子,0
吃屎什么都不知道,0
吃恶心死,0
痴心妄想,0
魑魅魍魉什么意思,0
迟到,0
迟钝,0
迟钝比笑话还要好笑,0
耻辱,0
赤裸裸勾引,0
赤贫沙场,0
充电玩手机坏处啥,0
充耳不闻,0
冲动,0
冲她就不会生气,0
宠儿小精灵死翘翘,0
抽八次都没奖励,0
抽风,0
抽风克啦,0
抽闷棍,0
抽你丫,0
抽签笨蛋,0
抽烟有害,0
丑八怪,0
丑女又开始自恋,0
臭贝贝欺负,0
臭婊子,0
臭不要脸,0
臭豆腐不好吃,0
臭汉奸,0
臭名远扬,0
臭味相投,0
臭显摆,0
臭小精灵不聪明,0
出尔反尔,0
出轨,0
出轨门,0
出好友需要私聊出好友骗子滚蛋,0
出来保证不打死,0
出来吹牛,0
出来催流弊,0
出来调戏调戏,0
出来调戏一下,0
出嘛只有做假,0
出去鬼混拜拜表想,0
出售好友出纯女纯男收纯男纯女骗子一遍去,0
出售好友淘宝交易骗子死全家,0
出售好友元带走骗子滚开,0
出题那么难,0
楚天贱人,0
处女膜破裂,0
处心积虑,0
畜生,0
畜生闭嘴,0
畜生还敢顶嘴,0
闯祸,0
吹吹牛,0
吹流弊,0
吹牛,0
吹牛,0
吹牛吧,0
吹牛逼,0
吹牛逼不带手纸,0
吹牛逼就会,0
吹牛逼呢,0
吹牛瓦,0
吹牛也厉害,0
垂涎欲滴,0
纯洁还是不懂,0
纯属扯淡,0
蠢材人品,0
蠢蠢,0
蠢货,0
蠢货机器人,0
蠢货视频都没有,0
蠢货小智,0
蠢萌呆傻雪姨,0
此人骗子一枚,0
刺激,0
刺激点笑话,0
刺杀群主,0
次奥大爷,0
次品比究,0
次品必究,0
聪明你妹,0
从不信骗子,0
从来没喜欢过,0
从没见过流氓啥模样流氓上来看看,0
从未见过如此厚颜无耻人,0
从小就扼杀兴趣,0
粗大爷,0
粗话吃饭哈,0
粗鲁,0
粗鲁你妹小心干,0
粗心超人,0
粗心大意,0
存心吧,0
錯只係天使慨面孔魔鬼慨心腸,0
错别字可耻,0
错乱,0
哒魔鬼甜言小智,0
搭一起就是不伦不类,0
答案不合理,0
答蠢货,0
打笨蛋,0
打变残废,0
打草惊蛇,0
打大爷小智,0
打倒流氓,0
打工租房地上不干净,0
打怪没用吧,0
打怪逃跑,0
打坏蛋,0
打击,0
打击你妹,0
打家劫舍就静静,0
打架去,0
打劫,0
打劫堕落爱,0
打劫放荡不羁,0
打劫女留下强奸男当奴隶,0
打劫丿情最终破灭,0
打劫失败被勒索积分,0
打劫失落遗迹,0
打劫啭身后掉眼泪,0
打开百度搜索白痴二字怎么写,0
打了个错别字,0
打流氓,0
打情骂俏,0
打扰大家,0
打扰妹子扯淡,0
打扰你妹,0
打扰我泡妹纸,0
打入地狱,0
打死果子,0
打死你丫,0
打死信不信,0
打心眼里骄傲,0
打也不开心,0
打猪头,0
打字好快果然机器人还是暴力版,0
打字就会产生大量资金投入获得更多好朋友失恋该怎么安抚,0
大,0
大白痴,0
大帮会全走就剩下他们还以为自己真的全服恶人第一,0
大笨蛋,0
大笨蛋大笨蛋,0
大变态,0
大错特错,0
大打出手,0
大胆,0
大胆刁民竟敢偷袭朕,0
大胆机器人闭嘴,0
大胆泼猴,0
大胆下贼,0
大胆怎么可以这样跟说话,0
大刀砍向鬼子去,0
大夫说前期病毒感冒引起,0
大嘎勒都花样,0
大哥憋生气,0
大哥真悲剧,0
大忽悠,0
大混蛋,0
大家都说抄袭,0
大家今天不活跃,0
大家瞧又骂街,0
大家下午好新来多多关照不要欺负,0
大家辛苦传奇个捣蛋,0
大家做坏事,0
大贱人,0
大脑迟钝,0
大内笨蛋,0
大内总管笨蛋,0
大逆不道什么什么,0
大盘失守,0
大胖子,0
大人说话小孩不要插嘴,0
大傻比,0
大傻子,0
大舌头小蜜,0
大使不理他他欺负呢,0
大使开小差,0
大手大脚卡拉数据来看就,0
大土豪,0
大土豪带飞,0
大晚上就我们三个男猥琐,0
大晚上人家会说神经病,0
大王好土豪,0
大小坏蛋,0
大熊梦这人可一点都不幽默,0
大爷,0
大爷,0
大爷昂,0
大爷被狗日,0
大爷出来票拖鞋,0
大爷大爷,0
大爷大爷不签到,0
大爷大爷大爷,0
大爷滴,0
大爷滴无赖,0
大爷二货,0
大爷个傻逼,0
大爷跟庇虫,0
大爷很不爽,0
大爷回干嘛,0
大爷叫什么,0
大爷叫下会死,0
大爷禁我言,0
大爷就只会看右侧页面,0
大爷来,0
大爷来来,0
大爷老子很冷,0
大爷毛线,0
大爷哪去,0
大爷那谁,0
大爷那条条,0
大爷男票没有,0
大爷呢,0
大爷能不能来点好运,0
大爷你爷笑关毛事,0
大爷您老人家就回去睡吧昂,0
大爷签到,0
大爷去死吧,0
大爷傻屌,0
大爷谁,0
大爷睡觉去,0
大爷说美,0
大爷特性别歧视,0
大爷听话,0
大爷先走,0
大爷小精灵,0
大爷爷爷爷爷,0
大爷以后叫干嘛就干嘛,0
大爷咋,0
大爷怎么乱人,0
大爷真快,0
大早上不要恶心人,0
大早上气死沉沉,0
大猪头,0
呆放大爷滚,0
呆黑心,0
呆混蛋,0
呆萌少年讨厌,0
呆他们都傻子,0
呆头呆脑,0
呆小简是笨蛋,0
呆子,0
嘚妖怪带收,0
代理可以抱怨,0
带大爷滚,0
带大爷进来,0
带色情那种,0
单词太刺激,0
胆小,0
胆小鬼,0
胆小怕怕,0
但不过要不足嘎跟过来,0
但不喜欢,0
但是不喜欢,0
但是任性付额度,0
但一点都不聪明,0
蛋总柳州那群庸医竟是一些冤假错案,0
当婊子当惯,0
当初年少轻狂自称坑神但自从见到这题之后至今羞愧不如,0
当浮夸吧,0
当然打飞机也坏处,0
当然所以要流氓,0
当贪官,0
刀哥偷偷摸摸收米,0
刀要九头梦笨蛋,0
倒打一耙,0
倒生气,0
捣蛋,0
捣蛋大学毕业,0
捣乱,0
盗图可耻,0
道边苦李,0
道路以目,0
道貌岸然,0
得不到很难受,0
得回答不满意,0
得问题一直无视,0
得罪俺徒弟直接踢,0
得罪谁,0
的话透露这杀气,0
的确无语,0
登陆失败,0
登徒浪子,0
等等被抢劫就死,0
等下举报这个烂死骚货,0
等一会老婆要生气,0
低调不忍直接打,0
低级,0
低级网,0
低什么意思生气,0
低头哈腰,0
嘀嗒拼车逃跑,0
迪拜浩天不会骗人,0
地个个都系土豪,0
地球危机,0
地狱变相,0
地狱来,0
地狱少女,0
地狱时间,0
地狱天气,0
地狱天气预报,0
地主,0
帝国主义,0
帝是个变态,0
帝王心术,0
弟不低调,0
第三回无视,0
第一把就受到非一般打击,0
第一次见刘教练都害怕煞气逼人,0
颠覆世界只为摆正,0
颠覆世界只为摆正爱坑人,0
颠覆世界只为摆正机器人,0
点没用,0
点伤害,0
点瞎浪费流量,0
店小二个王八蛋,0
电竞毒瘤,0
电子产品合车行业别想追他们除非土豪,0
刁蛮新娘,0
雕虫小技,0
吊炸天土豪,0
掉以轻心,0
调侃人不礼貌,0
调情,0
调戏,0
调戏,0
调戏橙子,0
调戏调戏,0
调戏行不行,0
调戏机器,0
调戏机器人,0
调戏机器人,0
调戏美女,0
调戏美女呢,0
调戏妹子,0
调戏那不是常事,0
调戏妞妞,0
调戏女女去,0
调戏女娲,0
调戏群主,0
调戏人家,0
调戏嫂子,0
调戏她,0
调戏她一下,0
调戏它呢,0
调戏下,0
调戏一下,0
调戏一下公子哥,0
喋喋不服,0
喋喋傻逼,0
顶嘴,0
顶嘴吧,0
丢脸丢到自己家,0
丢人丢不起,0
丢三落四,0
东拉西扯,0
东亚病夫,0
东张西望,0
冬瓜这么自恋挺醉,0
懂就容易烦心,0
董事长不是说要给打电话嘛骗子,0
董事长土豪买一台,0
动大爷,0
都安排好他说人不够,0
都背叛,0
都被机器人鄙视,0
都闭经还浪费那几块钱做甚,0
都别人扛伤害,0
都不够吃饭,0
都不满意,0
都不尊重别人,0
都扯淡而已,0
都调戏,0
都很反感,0
都忽悠,0
都酒鬼,0
都劳民伤财,0
都没理,0
都没用,0
都难过还说好,0
都难受,0
都恁无语,0
都怕流氓,0
都抛弃副班长就当减肥,0
都欺负,0
都去草机器人大爷去吧,0
都失眠人,0
都说坏蛋,0
都土豪妹,0
都显摆自己岁数大,0
都些吹牛逼,0
都些废话,0
都修行千年妖怪可真不小,0
都一些土豪妹纸,0
都有害,0
抖也没用,0
豆豆傻比,0
豆豆猥琐死,0
逗逼笨蛋加傻瓜,0
逗比自恋,0
逗逗别一般人见识,0
嘟嘟坏蛋,0
嘟嘟囔囔,0
独裁者,0
赌博,0
赌博赌到被小贝贝无视,0
赌棍些,0
赌钱运气,0
肚子不舒适,0
断章取义,0
对笨蛋,0
对鄙视,0
对别人欺负,0
对不开心,0
对不起不该说粗话,0
对不起她这次过分以后不会看着,0
对大爷,0
对好久都没有看到出来吹牛哒,0
对很无语,0
对机器人就是欺负,0
对就是笨蛋,0
对没信心,0
对你好无语,0
对你们这些万恶剃光党,0
对牛弹琴,0
对哦最近天气真讨厌,0
对仍爱意却对自己无能为力,0
对傻逼也无语,0
对生气,0
对她收到打击,0
对无语,0
对无语不聊,0
对无语但是没有做错,0
对象分手,0
对眼都不给钱那流拍吧,0
对已经无语,0
对于补考只有一个人过该重修还是要重修,0
对于挂科率几科目挣扎也要补考,0
对于贱人也只能当贱人不存在气坏自己何必呢,0
对于他刚才说粗话怎么看,0
对这种刚说过话却不承认人不用尊重,0
对真特无语,0
对真无语,0
对自己很偏心哦,0
隊長傻子,0
咄咄逼人,0
多变态,0
多久能抢劫,0
多看粗心大意举行,0
多少积分可以抢劫,0
多心,0
多注意等下报废,0
朵朵不漂亮,0
朵朵坏蛋,0
躲避战乱,0
